Transaction id,Date,Weekno,customer,Gender
93,20231213,50,CUST009,Male
94,20231216,50,CUST083,Male
95,20231217,50,CUST099,Female
96,20231219,51,CUST096,Female
97,20231224,51,CUST034,Female
98,20231226,52,CUST025,Female
99,20231226,52,CUST082,Female
100,20231227,52,CUST062,Male
101,20230104,1,CUST032,Male
102,20230113,2,CUST003,Male
103,20230114,2,CUST021,Female
104,20230116,3,CUST015,Female
105,20230117,3,CUST014,Male
106,20230123,4,CUST049,Female
107,20230124,4,CUST064,Male
108,20230205,5,CUST063,Male
109,20230206,6,CUST085,Male
110,20230210,6,CUST054,Female
111,20230210,6,CUST068,Male
112,20230214,7,CUST011,Male
113,20230217,7,CUST016,Male
114,20230217,7,CUST042,Male
115,20230219,7,CUST044,Female
116,20230221,8,CUST070,Female
117,20230222,8,CUST008,Male
118,20230222,8,CUST041,Male
119,20230227,9,CUST002,Female
120,20230305,9,CUST052,Female
121,20230313,10,CUST007,Male
122,20230321,12,CUST038,Male
123,20230323,12,CUST033,Female
124,20230325,12,CUST076,Female
125,20230325,12,CUST091,Female
126,20230329,13,CUST088,Male
127,20230409,14,CUST061,Male
128,20230412,15,CUST023,Female
129,20230418,16,CUST079,Male
130,20230421,16,CUST039,Male
131,20230422,16,CUST017,Female
132,20230423,16,CUST028,Female
133,20230423,16,CUST098,Female
134,20230425,17,CUST006,Female
135,20230427,17,CUST066,Female
136,20230430,17,CUST018,Female
137,20230430,17,CUST069,Female
138,20230506,18,CUST005,Male
139,20230506,18,CUST090,Female
140,20230516,20,CUST048,Male
141,20230517,20,CUST081,Male
142,20230519,20,CUST094,Female
143,20230521,20,CUST004,Male
144,20230523,21,CUST031,Male
145,20230523,21,CUST037,Female
146,20230523,21,CUST072,Female
147,20230529,22,CUST067,Female
148,20230531,22,CUST056,Female
149,20230616,24,CUST100,Male
150,20230622,25,CUST040,Male
151,20230624,25,CUST036,Male
152,20230626,26,CUST046,Female
153,20230701,26,CUST078,Female
154,20230703,27,CUST045,Female
155,20230705,27,CUST059,Male
156,20230706,27,CUST075,Male
157,20230709,27,CUST077,Female
158,20230713,28,CUST053,Male
159,20230714,28,CUST043,Female
160,20230714,28,CUST071,Female
161,20230714,28,CUST093,Female
162,20230803,31,CUST027,Female
163,20230805,31,CUST013,Male
164,20230805,31,CUST035,Female
165,20230818,33,CUST029,Female
166,20230821,34,CUST073,Male
167,20230824,34,CUST050,Female
168,20230825,34,CUST092,Female
169,20230916,37,CUST019,Female
170,20231001,39,CUST089,Female
171,20231002,40,CUST051,Male
172,20231007,40,CUST010,Female
173,20231007,40,CUST026,Female
174,20231010,41,CUST055,Male
175,20231013,41,CUST097,Female
176,20231015,41,CUST022,Male
177,20231023,43,CUST060,Male
178,20231029,43,CUST030,Female
179,20231030,44,CUST012,Male
180,20231105,44,CUST020,Male
181,20231106,45,CUST047,Female
182,20231108,45,CUST086,Male
183,20231113,46,CUST058,Male
184,20231118,46,CUST057,Female
185,20231122,47,CUST074,Female
186,20231122,47,CUST087,Female
187,20231124,47,CUST001,Male
188,20231124,47,CUST095,Female
189,20231128,48,CUST084,Female
190,20231129,48,CUST024,Female
191,20231205,49,CUST065,Male
192,20231210,49,CUST080,Female
193,20231213,50,CUST009,Male
194,20231216,50,CUST083,Male
195,20231217,50,CUST099,Female
196,20231219,51,CUST096,Female
197,20231224,51,CUST034,Female
198,20231226,52,CUST025,Female
199,20231226,52,CUST082,Female
200,20231227,52,CUST062,Male
201,20230104,1,CUST032,Male
202,20230113,2,CUST003,Male
203,20230114,2,CUST021,Female
204,20230116,3,CUST015,Female
205,20230117,3,CUST014,Male
206,20230123,4,CUST049,Female
207,20230124,4,CUST064,Male
208,20230205,5,CUST063,Male
209,20230206,6,CUST085,Male
210,20230210,6,CUST054,Female
211,20230210,6,CUST068,Male
212,20230214,7,CUST011,Male
213,20230217,7,CUST016,Male
214,20230217,7,CUST042,Male
215,20230219,7,CUST044,Female
216,20230221,8,CUST070,Female
217,20230222,8,CUST008,Male
218,20230222,8,CUST041,Male
219,20230227,9,CUST002,Female
220,20230305,9,CUST052,Female
221,20230313,10,CUST007,Male
222,20230321,12,CUST038,Male
223,20230323,12,CUST033,Female
224,20230325,12,CUST076,Female
225,20230325,12,CUST091,Female
226,20230329,13,CUST088,Male
227,20230409,14,CUST061,Male
228,20230412,15,CUST023,Female
229,20230418,16,CUST079,Male
230,20230421,16,CUST039,Male
231,20230422,16,CUST017,Female
232,20230423,16,CUST028,Female
233,20230423,16,CUST098,Female
234,20230425,17,CUST006,Female
235,20230427,17,CUST066,Female
236,20230430,17,CUST018,Female
237,20230430,17,CUST069,Female
238,20230506,18,CUST005,Male
239,20230506,18,CUST090,Female
240,20230516,20,CUST048,Male
241,20230517,20,CUST081,Male
242,20230519,20,CUST094,Female
243,20230521,20,CUST004,Male
244,20230523,21,CUST031,Male
245,20230523,21,CUST037,Female
246,20230523,21,CUST072,Female
247,20230529,22,CUST067,Female
248,20230531,22,CUST056,Female
249,20230616,24,CUST100,Male
250,20230622,25,CUST040,Male
251,20230624,25,CUST036,Male
252,20230626,26,CUST046,Female
253,20230701,26,CUST078,Female
254,20230703,27,CUST045,Female
255,20230705,27,CUST059,Male
256,20230706,27,CUST075,Male
257,20230709,27,CUST077,Female
258,20230713,28,CUST053,Male
259,20230714,28,CUST043,Female
260,20230714,28,CUST071,Female
261,20230714,28,CUST093,Female
262,20230803,31,CUST027,Female
263,20230805,31,CUST013,Male
264,20230805,31,CUST035,Female
265,20230818,33,CUST029,Female
266,20230821,34,CUST073,Male
267,20230824,34,CUST050,Female
268,20230825,34,CUST092,Female
269,20230916,37,CUST019,Female
270,20231001,39,CUST089,Female
271,20231002,40,CUST051,Male
272,20231007,40,CUST010,Female
273,20231007,40,CUST026,Female
274,20231010,41,CUST055,Male
275,20231013,41,CUST097,Female
276,20231015,41,CUST022,Male
277,20231023,43,CUST060,Male
278,20231029,43,CUST030,Female
279,20231030,44,CUST012,Male
280,20231105,44,CUST020,Male
281,20231106,45,CUST047,Female
282,20231108,45,CUST086,Male
283,20231113,46,CUST058,Male
284,20231118,46,CUST057,Female
285,20231122,47,CUST074,Female
286,20231122,47,CUST087,Female
287,20231124,47,CUST001,Male
288,20231124,47,CUST095,Female
289,20231128,48,CUST084,Female
290,20231129,48,CUST024,Female
291,20231205,49,CUST065,Male
292,20231210,49,CUST080,Female
293,20231213,50,CUST009,Male
294,20231216,50,CUST083,Male
295,20231217,50,CUST099,Female
296,20231219,51,CUST096,Female
297,20231224,51,CUST034,Female
298,20231226,52,CUST025,Female
299,20231226,52,CUST082,Female
300,20231227,52,CUST062,Male
301,20230104,1,CUST032,Male
302,20230113,2,CUST003,Male
303,20230114,2,CUST021,Female
304,20230116,3,CUST015,Female
305,20230117,3,CUST014,Male
306,20230123,4,CUST049,Female
307,20230124,4,CUST064,Male
308,20230205,5,CUST063,Male
309,20230206,6,CUST085,Male
310,20230210,6,CUST054,Female
311,20230210,6,CUST068,Male
312,20230214,7,CUST011,Male
313,20230217,7,CUST016,Male
314,20230217,7,CUST042,Male
315,20230219,7,CUST044,Female
316,20230221,8,CUST070,Female
317,20230222,8,CUST008,Male
318,20230222,8,CUST041,Male
319,20230227,9,CUST002,Female
320,20230305,9,CUST052,Female
321,20230313,10,CUST007,Male
322,20230321,12,CUST038,Male
323,20230323,12,CUST033,Female
324,20230325,12,CUST076,Female
325,20230325,12,CUST091,Female
326,20230329,13,CUST088,Male
327,20230409,14,CUST061,Male
328,20230412,15,CUST023,Female
329,20230418,16,CUST079,Male
330,20230421,16,CUST039,Male
331,20230422,16,CUST017,Female
332,20230423,16,CUST028,Female
333,20230423,16,CUST098,Female
334,20230425,17,CUST006,Female
335,20230427,17,CUST066,Female
336,20230430,17,CUST018,Female
337,20230430,17,CUST069,Female
338,20230506,18,CUST005,Male
339,20230506,18,CUST090,Female
340,20230516,20,CUST048,Male
341,20230517,20,CUST081,Male
342,20230519,20,CUST094,Female
343,20230521,20,CUST004,Male
344,20230523,21,CUST031,Male
345,20230523,21,CUST037,Female
346,20230523,21,CUST072,Female
347,20230529,22,CUST067,Female
348,20230531,22,CUST056,Female
349,20230616,24,CUST100,Male
350,20230622,25,CUST040,Male
351,20230624,25,CUST036,Male
352,20230626,26,CUST046,Female
353,20230701,26,CUST078,Female
354,20230703,27,CUST045,Female
355,20230705,27,CUST059,Male
356,20230706,27,CUST075,Male
357,20230709,27,CUST077,Female
358,20230713,28,CUST053,Male
359,20230714,28,CUST043,Female
360,20230714,28,CUST071,Female
361,20230714,28,CUST093,Female
362,20230803,31,CUST027,Female
363,20230805,31,CUST013,Male
364,20230805,31,CUST035,Female
365,20230818,33,CUST029,Female
366,20230821,34,CUST073,Male
367,20230824,34,CUST050,Female
368,20230825,34,CUST092,Female
369,20230916,37,CUST019,Female
370,20231001,39,CUST089,Female
371,20231002,40,CUST051,Male
372,20231007,40,CUST010,Female
373,20231007,40,CUST026,Female
374,20231010,41,CUST055,Male
375,20231013,41,CUST097,Female
376,20231015,41,CUST022,Male
377,20231023,43,CUST060,Male
378,20231029,43,CUST030,Female
379,20231030,44,CUST012,Male
380,20231105,44,CUST020,Male
381,20231106,45,CUST047,Female
382,20231108,45,CUST086,Male
383,20231113,46,CUST058,Male
384,20231118,46,CUST057,Female
385,20231122,47,CUST074,Female
386,20231122,47,CUST087,Female
387,20231124,47,CUST001,Male
388,20231124,47,CUST095,Female
389,20231128,48,CUST084,Female
390,20231129,48,CUST024,Female
391,20231205,49,CUST065,Male
392,20231210,49,CUST080,Female
393,20231213,50,CUST009,Male
394,20231216,50,CUST083,Male
395,20231217,50,CUST099,Female
396,20231219,51,CUST096,Female
397,20231224,51,CUST034,Female
398,20231226,52,CUST025,Female
399,20231226,52,CUST082,Female
400,20231227,52,CUST062,Male
401,20230104,1,CUST032,Male
402,20230113,2,CUST003,Male
403,20230114,2,CUST021,Female
404,20230116,3,CUST015,Female
405,20230117,3,CUST014,Male
406,20230123,4,CUST049,Female
407,20230124,4,CUST064,Male
408,20230205,5,CUST063,Male
409,20230206,6,CUST085,Male
410,20230210,6,CUST054,Female
411,20230210,6,CUST068,Male
412,20230214,7,CUST011,Male
413,20230217,7,CUST016,Male
414,20230217,7,CUST042,Male
415,20230219,7,CUST044,Female
416,20230221,8,CUST070,Female
417,20230222,8,CUST008,Male
418,20230222,8,CUST041,Male
419,20230227,9,CUST002,Female
420,20230305,9,CUST052,Female
421,20230313,10,CUST007,Male
422,20230321,12,CUST038,Male
423,20230323,12,CUST033,Female
424,20230325,12,CUST076,Female
425,20230325,12,CUST091,Female
426,20230329,13,CUST088,Male
427,20230409,14,CUST061,Male
428,20230412,15,CUST023,Female
429,20230418,16,CUST079,Male
430,20230421,16,CUST039,Male
431,20230422,16,CUST017,Female
432,20230423,16,CUST028,Female
433,20230423,16,CUST098,Female
434,20230425,17,CUST006,Female
435,20230427,17,CUST066,Female
436,20230430,17,CUST018,Female
437,20230430,17,CUST069,Female
438,20230506,18,CUST005,Male
439,20230506,18,CUST090,Female
440,20230516,20,CUST048,Male
441,20230517,20,CUST081,Male
442,20230519,20,CUST094,Female
443,20230521,20,CUST004,Male
444,20230523,21,CUST031,Male
445,20230523,21,CUST037,Female
446,20230523,21,CUST072,Female
447,20230529,22,CUST067,Female
448,20230531,22,CUST056,Female
449,20230616,24,CUST100,Male
450,20230622,25,CUST040,Male
451,20230624,25,CUST036,Male
452,20230626,26,CUST046,Female
453,20230701,26,CUST078,Female
454,20230703,27,CUST045,Female
455,20230705,27,CUST059,Male
456,20230706,27,CUST075,Male
457,20230709,27,CUST077,Female
458,20230713,28,CUST053,Male
459,20230714,28,CUST043,Female
460,20230714,28,CUST071,Female
461,20230714,28,CUST093,Female
462,20230803,31,CUST027,Female
463,20230805,31,CUST013,Male
464,20230805,31,CUST035,Female
465,20230818,33,CUST029,Female
466,20230821,34,CUST073,Male
467,20230824,34,CUST050,Female
468,20230825,34,CUST092,Female
469,20230916,37,CUST019,Female
470,20231001,39,CUST089,Female
471,20231002,40,CUST051,Male
472,20231007,40,CUST010,Female
473,20231007,40,CUST026,Female
474,20231010,41,CUST055,Male
475,20231013,41,CUST097,Female
476,20231015,41,CUST022,Male
477,20231023,43,CUST060,Male
478,20231029,43,CUST030,Female
479,20231030,44,CUST012,Male
480,20231105,44,CUST020,Male
481,20231106,45,CUST047,Female
482,20231108,45,CUST086,Male
483,20231113,46,CUST058,Male
484,20231118,46,CUST057,Female
485,20231122,47,CUST074,Female
486,20231122,47,CUST087,Female
487,20231124,47,CUST001,Male
488,20231124,47,CUST095,Female
489,20231128,48,CUST084,Female
490,20231129,48,CUST024,Female
491,20231205,49,CUST065,Male
492,20231210,49,CUST080,Female
493,20231213,50,CUST009,Male
494,20231216,50,CUST083,Male
495,20231217,50,CUST099,Female
496,20231219,51,CUST096,Female
497,20231224,51,CUST034,Female
498,20231226,52,CUST025,Female
499,20231226,52,CUST082,Female
500,20231227,52,CUST062,Male
501,20230104,1,CUST032,Male
502,20230113,2,CUST003,Male
503,20230114,2,CUST021,Female
504,20230116,3,CUST015,Female
505,20230117,3,CUST014,Male
506,20230123,4,CUST049,Female
507,20230124,4,CUST064,Male
508,20230205,5,CUST063,Male
509,20230206,6,CUST085,Male
510,20230210,6,CUST054,Female
511,20230210,6,CUST068,Male
512,20230214,7,CUST011,Male
513,20230217,7,CUST016,Male
514,20230217,7,CUST042,Male
515,20230219,7,CUST044,Female
516,20230221,8,CUST070,Female
517,20230222,8,CUST008,Male
518,20230222,8,CUST041,Male
519,20230227,9,CUST002,Female
520,20230305,9,CUST052,Female
521,20230313,10,CUST007,Male
522,20230321,12,CUST038,Male
523,20230323,12,CUST033,Female
524,20230325,12,CUST076,Female
525,20230325,12,CUST091,Female
526,20230329,13,CUST088,Male
527,20230409,14,CUST061,Male
528,20230412,15,CUST023,Female
529,20230418,16,CUST079,Male
530,20230421,16,CUST039,Male
531,20230422,16,CUST017,Female
532,20230423,16,CUST028,Female
533,20230423,16,CUST098,Female
534,20230425,17,CUST006,Female
535,20230427,17,CUST066,Female
536,20230430,17,CUST018,Female
537,20230430,17,CUST069,Female
538,20230506,18,CUST005,Male
539,20230506,18,CUST090,Female
540,20230516,20,CUST048,Male
541,20230517,20,CUST081,Male
542,20230519,20,CUST094,Female
543,20230521,20,CUST004,Male
544,20230523,21,CUST031,Male
545,20230523,21,CUST037,Female
546,20230523,21,CUST072,Female
547,20230529,22,CUST067,Female
548,20230531,22,CUST056,Female
549,20230616,24,CUST100,Male
550,20230622,25,CUST040,Male
551,20230624,25,CUST036,Male
552,20230626,26,CUST046,Female
553,20230701,26,CUST078,Female
554,20230703,27,CUST045,Female
555,20230705,27,CUST059,Male
556,20230706,27,CUST075,Male
557,20230709,27,CUST077,Female
558,20230713,28,CUST053,Male
559,20230714,28,CUST043,Female
560,20230714,28,CUST071,Female
561,20230714,28,CUST093,Female
562,20230803,31,CUST027,Female
563,20230805,31,CUST013,Male
564,20230805,31,CUST035,Female
565,20230818,33,CUST029,Female
566,20230821,34,CUST073,Male
567,20230824,34,CUST050,Female
568,20230825,34,CUST092,Female
569,20230916,37,CUST019,Female
570,20231001,39,CUST089,Female
571,20231002,40,CUST051,Male
572,20231007,40,CUST010,Female
573,20231007,40,CUST026,Female
574,20231010,41,CUST055,Male
575,20231013,41,CUST097,Female
576,20231015,41,CUST022,Male
577,20231023,43,CUST060,Male
578,20231029,43,CUST030,Female
579,20231030,44,CUST012,Male
580,20231105,44,CUST020,Male
581,20231106,45,CUST047,Female
582,20231108,45,CUST086,Male
583,20231113,46,CUST058,Male
584,20231118,46,CUST057,Female
585,20231122,47,CUST074,Female
586,20231122,47,CUST087,Female
587,20231124,47,CUST001,Male
588,20231124,47,CUST095,Female
589,20231128,48,CUST084,Female
590,20231129,48,CUST024,Female
591,20231205,49,CUST065,Male
592,20231210,49,CUST080,Female
593,20231213,50,CUST009,Male
594,20231216,50,CUST083,Male
595,20231217,50,CUST099,Female
596,20231219,51,CUST096,Female
597,20231224,51,CUST034,Female
598,20231226,52,CUST025,Female
599,20231226,52,CUST082,Female
600,20231227,52,CUST062,Male
601,20230104,1,CUST032,Male
602,20230113,2,CUST003,Male
603,20230114,2,CUST021,Female
604,20230116,3,CUST015,Female
605,20230117,3,CUST014,Male
606,20230123,4,CUST049,Female
607,20230124,4,CUST064,Male
608,20230205,5,CUST063,Male
609,20230206,6,CUST085,Male
610,20230210,6,CUST054,Female
611,20230210,6,CUST068,Male
612,20230214,7,CUST011,Male
613,20230217,7,CUST016,Male
614,20230217,7,CUST042,Male
615,20230219,7,CUST044,Female
616,20230221,8,CUST070,Female
617,20230222,8,CUST008,Male
618,20230222,8,CUST041,Male
619,20230227,9,CUST002,Female
620,20230305,9,CUST052,Female
621,20230313,10,CUST007,Male
622,20230321,12,CUST038,Male
623,20230323,12,CUST033,Female
624,20230325,12,CUST076,Female
625,20230325,12,CUST091,Female
626,20230329,13,CUST088,Male
627,20230409,14,CUST061,Male
628,20230412,15,CUST023,Female
629,20230418,16,CUST079,Male
630,20230421,16,CUST039,Male
631,20230422,16,CUST017,Female
632,20230423,16,CUST028,Female
633,20230423,16,CUST098,Female
634,20230425,17,CUST006,Female
635,20230427,17,CUST066,Female
636,20230430,17,CUST018,Female
637,20230430,17,CUST069,Female
638,20230506,18,CUST005,Male
639,20230506,18,CUST090,Female
640,20230516,20,CUST048,Male
641,20230517,20,CUST081,Male
642,20230519,20,CUST094,Female
643,20230521,20,CUST004,Male
644,20230523,21,CUST031,Male
645,20230523,21,CUST037,Female
646,20230523,21,CUST072,Female
647,20230529,22,CUST067,Female
648,20230531,22,CUST056,Female
649,20230616,24,CUST100,Male
650,20230622,25,CUST040,Male
651,20230624,25,CUST036,Male
652,20230626,26,CUST046,Female
653,20230701,26,CUST078,Female
654,20230703,27,CUST045,Female
655,20230705,27,CUST059,Male
656,20230706,27,CUST075,Male
657,20230709,27,CUST077,Female
658,20230713,28,CUST053,Male
659,20230714,28,CUST043,Female
660,20230714,28,CUST071,Female
661,20230714,28,CUST093,Female
662,20230803,31,CUST027,Female
663,20230805,31,CUST013,Male
664,20230805,31,CUST035,Female
665,20230818,33,CUST029,Female
666,20230821,34,CUST073,Male
667,20230824,34,CUST050,Female
668,20230825,34,CUST092,Female
669,20230916,37,CUST019,Female
670,20231001,39,CUST089,Female
671,20231002,40,CUST051,Male
672,20231007,40,CUST010,Female
673,20231007,40,CUST026,Female
674,20231010,41,CUST055,Male
675,20231013,41,CUST097,Female
676,20231015,41,CUST022,Male
677,20231023,43,CUST060,Male
678,20231029,43,CUST030,Female
679,20231030,44,CUST012,Male
680,20231105,44,CUST020,Male
681,20231106,45,CUST047,Female
682,20231108,45,CUST086,Male
683,20231113,46,CUST058,Male
684,20231118,46,CUST057,Female
685,20231122,47,CUST074,Female
686,20231122,47,CUST087,Female
687,20231124,47,CUST001,Male
688,20231124,47,CUST095,Female
689,20231128,48,CUST084,Female
690,20231129,48,CUST024,Female
691,20231205,49,CUST065,Male
692,20231210,49,CUST080,Female
693,20231213,50,CUST009,Male
694,20231216,50,CUST083,Male
695,20231217,50,CUST099,Female
696,20231219,51,CUST096,Female
697,20231224,51,CUST034,Female
698,20231226,52,CUST025,Female
699,20231226,52,CUST082,Female
700,20231227,52,CUST062,Male
701,20230104,1,CUST032,Male
702,20230113,2,CUST003,Male
703,20230114,2,CUST021,Female
704,20230116,3,CUST015,Female
705,20230117,3,CUST014,Male
706,20230123,4,CUST049,Female
707,20230124,4,CUST064,Male
708,20230205,5,CUST063,Male
709,20230206,6,CUST085,Male
710,20230210,6,CUST054,Female
711,20230210,6,CUST068,Male
712,20230214,7,CUST011,Male
713,20230217,7,CUST016,Male
714,20230217,7,CUST042,Male
715,20230219,7,CUST044,Female
716,20230221,8,CUST070,Female
717,20230222,8,CUST008,Male
718,20230222,8,CUST041,Male
719,20230227,9,CUST002,Female
720,20230305,9,CUST052,Female
721,20230313,10,CUST007,Male
722,20230321,12,CUST038,Male
723,20230323,12,CUST033,Female
724,20230325,12,CUST076,Female
725,20230325,12,CUST091,Female
726,20230329,13,CUST088,Male
727,20230409,14,CUST061,Male
728,20230412,15,CUST023,Female
729,20230418,16,CUST079,Male
730,20230421,16,CUST039,Male
731,20230422,16,CUST017,Female
732,20230423,16,CUST028,Female
733,20230423,16,CUST098,Female
734,20230425,17,CUST006,Female
735,20230427,17,CUST066,Female
736,20230430,17,CUST018,Female
737,20230430,17,CUST069,Female
738,20230506,18,CUST005,Male
739,20230506,18,CUST090,Female
740,20230516,20,CUST048,Male
741,20230517,20,CUST081,Male
742,20230519,20,CUST094,Female
743,20230521,20,CUST004,Male
744,20230523,21,CUST031,Male
745,20230523,21,CUST037,Female
746,20230523,21,CUST072,Female
747,20230529,22,CUST067,Female
748,20230531,22,CUST056,Female
749,20230616,24,CUST100,Male
750,20230622,25,CUST040,Male
751,20230624,25,CUST036,Male
752,20230626,26,CUST046,Female
753,20230701,26,CUST078,Female
754,20230703,27,CUST045,Female
755,20230705,27,CUST059,Male
756,20230706,27,CUST075,Male
757,20230709,27,CUST077,Female
758,20230713,28,CUST053,Male
759,20230714,28,CUST043,Female
760,20230714,28,CUST071,Female
761,20230714,28,CUST093,Female
762,20230803,31,CUST027,Female
763,20230805,31,CUST013,Male
764,20230805,31,CUST035,Female
765,20230818,33,CUST029,Female
766,20230821,34,CUST073,Male
767,20230824,34,CUST050,Female
768,20230825,34,CUST092,Female
769,20230916,37,CUST019,Female
770,20231001,39,CUST089,Female
771,20231002,40,CUST051,Male
772,20231007,40,CUST010,Female
773,20231007,40,CUST026,Female
774,20231010,41,CUST055,Male
775,20231013,41,CUST097,Female
776,20231015,41,CUST022,Male
777,20231023,43,CUST060,Male
778,20231029,43,CUST030,Female
779,20231030,44,CUST012,Male
780,20231105,44,CUST020,Male
781,20231106,45,CUST047,Female
782,20231108,45,CUST086,Male
783,20231113,46,CUST058,Male
784,20231118,46,CUST057,Female
785,20231122,47,CUST074,Female
786,20231122,47,CUST087,Female
787,20231124,47,CUST001,Male
788,20231124,47,CUST095,Female
789,20231128,48,CUST084,Female
790,20231129,48,CUST024,Female
791,20231205,49,CUST065,Male
792,20231210,49,CUST080,Female
793,20231213,50,CUST009,Male
794,20231216,50,CUST083,Male
795,20231217,50,CUST099,Female
796,20231219,51,CUST096,Female
797,20231224,51,CUST034,Female
798,20231226,52,CUST025,Female
799,20231226,52,CUST082,Female
800,20231227,52,CUST062,Male
801,20230104,1,CUST032,Male
802,20230113,2,CUST003,Male
803,20230114,2,CUST021,Female
804,20230116,3,CUST015,Female
805,20230117,3,CUST014,Male
806,20230123,4,CUST049,Female
807,20230124,4,CUST064,Male
808,20230205,5,CUST063,Male
809,20230206,6,CUST085,Male
810,20230210,6,CUST054,Female
811,20230210,6,CUST068,Male
812,20230214,7,CUST011,Male
813,20230217,7,CUST016,Male
814,20230217,7,CUST042,Male
815,20230219,7,CUST044,Female
816,20230221,8,CUST070,Female
817,20230222,8,CUST008,Male
818,20230222,8,CUST041,Male
819,20230227,9,CUST002,Female
820,20230305,9,CUST052,Female
821,20230313,10,CUST007,Male
822,20230321,12,CUST038,Male
823,20230323,12,CUST033,Female
824,20230325,12,CUST076,Female
825,20230325,12,CUST091,Female
826,20230329,13,CUST088,Male
827,20230409,14,CUST061,Male
828,20230412,15,CUST023,Female
829,20230418,16,CUST079,Male
830,20230421,16,CUST039,Male
831,20230422,16,CUST017,Female
832,20230423,16,CUST028,Female
833,20230423,16,CUST098,Female
834,20230425,17,CUST006,Female
835,20230427,17,CUST066,Female
836,20230430,17,CUST018,Female
837,20230430,17,CUST069,Female
838,20230506,18,CUST005,Male
839,20230506,18,CUST090,Female
840,20230516,20,CUST048,Male
841,20230517,20,CUST081,Male
842,20230519,20,CUST094,Female
843,20230521,20,CUST004,Male
844,20230523,21,CUST031,Male
845,20230523,21,CUST037,Female
846,20230523,21,CUST072,Female
847,20230529,22,CUST067,Female
848,20230531,22,CUST056,Female
849,20230616,24,CUST100,Male
850,20230622,25,CUST040,Male
851,20230624,25,CUST036,Male
852,20230626,26,CUST046,Female
853,20230701,26,CUST078,Female
854,20230703,27,CUST045,Female
855,20230705,27,CUST059,Male
856,20230706,27,CUST075,Male
857,20230709,27,CUST077,Female
858,20230713,28,CUST053,Male
859,20230714,28,CUST043,Female
860,20230714,28,CUST071,Female
861,20230714,28,CUST093,Female
862,20230803,31,CUST027,Female
863,20230805,31,CUST013,Male
864,20230805,31,CUST035,Female
865,20230818,33,CUST029,Female
866,20230821,34,CUST073,Male
867,20230824,34,CUST050,Female
868,20230825,34,CUST092,Female
869,20230916,37,CUST019,Female
870,20231001,39,CUST089,Female
871,20231002,40,CUST051,Male
872,20231007,40,CUST010,Female
